player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
00-0006101,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,83,121,859.0,8,0.0,0.0,964.0,224.0,56.0,50.20375688688364,1,14.524904330139446,2.9672624291264778,3.6030203296797656,6.973007874465552,0.0,135.9,218.9,16,0.1838905775075988,0.21508255243195,0.1050656660412758,0.44790190820695824,0.18883271048582106,0.3076923076923077,0.24669603524229075,0.25296442687747034,0.2482625090890644,0.2126046299271184,1.3054711246200608,0.1475504866672059
00-0007091,2013,REG,7,12,130.0,0,1.0,0.0,0.0,0,0,77.0,90.0,6.0,3.8099719973703614,0,6.516590389016018,-0.05993200585989792,2,-2.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009947609257908349
00-0007091,2014,REG,30,44,301.0,2,0.0,2.0,7.0,1,1,313.0,182.0,17.0,-0.6280506349282078,0,2.540579534064332,0.3042256154382854,8,-11.0,0,0.0,0.0,0.0,-7.756980867183302,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.939999999999998,16.939999999999998,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03755931000842534
00-0007091,2015,REG,156,256,1690.0,9,5.0,16.0,101.0,3,2,1900.0,779.0,85.0,-0.11306125011947232,0,7.422088788257151,0.5321229184020049,16,15.0,0,0.0,0.0,2.0,-5.870651624561013,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,91.1,91.1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1596565019277953
00-0010346,2013,REG,450,659,5477.0,55,10.0,18.0,120.0,5,3,5169.0,2581.0,289.0,263.1860975704831,0,18.066362003132134,3.4307746668628276,32,-31.0,1,5.0,3.0,1.0,-28.80238361240422,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,409.98,409.98,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19995317941064583
00-0010346,2014,REG,395,597,4727.0,39,15.0,17.0,118.0,2,1,5071.0,1882.0,225.0,119.71089107857145,2,15.767252501568562,2.556234015363423,24,-24.0,0,3.0,1.0,0.0,-24.812411291815806,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,312.68,312.68,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18322238889930623
00-0010346,2015,REG,198,331,2249.0,9,17.0,16.0,95.0,1,0,3112.0,967.0,110.0,-31.956644534830502,0,7.325103166201298,0.5155661562446213,6,-6.0,0,0.0,0.0,0.0,-3.616596604755614,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,91.36,91.36,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11304412383379939
00-0015754,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13,21,115.0,0,0.0,0.0,174.0,60.0,8.0,-0.05466551659628749,0,7.779734708916728,0.5002757304279553,0.4620433777808117,1.073843960088501,0.0,11.5,24.5,6,0.09090909090909091,0.08558780127889817,0.08321775312066575,0.2048338773867549,0.0760079312623926,0.0,0.10666666666666667,0.0963855421686747,0.0380039656311963,0.06080634500991408,0.49783549783549785,0.04901764635268697
00-0018227,2015,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,-3.0,0,0.0,0.0,0.0,-0.9178577111451887,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.30000000000000004,-0.30000000000000004,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037425149700598802
00-0018956,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,9.0,0,0.0,0.0,-1.0,10.0,1.0,1.2833133155945688,0,0.0,0.029411764705882353,-0.0043859649122807015,0.04104747162022703,0.0,0.9,1.9,1,0.029411764705882353,-0.0043859649122807015,0.07246376811594203,0.04060887512899897,0.0379746835443038,0.0,0.09090909090909091,0.07692307692307693,0.0189873417721519,0.03037974683544304,0.2647058823529412,0.023318605792832594
