season,week,gameday,weekday,gametime,home_team,away_team,location
2016,5,2016-10-09,Sunday,13:00,PIT,NYJ,Home
2016,5,2016-10-09,Sunday,16:05,DEN,ATL,Home
2016,5,2016-10-09,Sunday,16:25,DAL,CIN,Home
2016,5,2016-10-09,Sunday,16:25,LA,BUF,Home
2016,5,2016-10-09,Sunday,16:25,OAK,SD,Home
2016,5,2016-10-09,Sunday,20:30,GB,NYG,Home
2016,5,2016-10-10,Monday,20:30,CAR,TB,Home
2016,6,2016-10-13,Thursday,20:25,SD,DEN,Home
2016,6,2016-10-16,Sunday,13:00,BUF,SF,Home
2016,6,2016-10-16,Sunday,13:00,CHI,JAX,Home
2016,6,2016-10-16,Sunday,13:00,DET,LA,Home
2016,6,2016-10-16,Sunday,13:00,MIA,PIT,Home
2016,6,2016-10-16,Sunday,13:00,NE,CIN,Home
2016,6,2016-10-16,Sunday,13:00,NO,CAR,Home
2016,6,2016-10-16,Sunday,13:00,NYG,BAL,Home
2016,6,2016-10-16,Sunday,13:00,TEN,CLE,Home
2016,6,2016-10-16,Sunday,13:00,WAS,PHI,Home
2016,6,2016-10-16,Sunday,16:05,OAK,KC,Home
2016,6,2016-10-16,Sunday,16:25,GB,DAL,Home
2016,6,2016-10-16,Sunday,16:25,SEA,ATL,Home
2016,6,2016-10-16,Sunday,20:30,HOU,IND,Home
2016,6,2016-10-17,Monday,20:30,ARI,NYJ,Home
2016,7,2016-10-20,Thursday,20:25,GB,CHI,Home
2016,7,2016-10-23,Sunday,09:30,LA,NYG,Neutral
2016,7,2016-10-23,Sunday,13:00,CIN,CLE,Home
2016,7,2016-10-23,Sunday,13:00,DET,WAS,Home
2016,7,2016-10-23,Sunday,13:00,JAX,OAK,Home
2016,7,2016-10-23,Sunday,13:00,KC,NO,Home
2016,7,2016-10-23,Sunday,13:00,MIA,BUF,Home
2016,7,2016-10-23,Sunday,13:00,NYJ,BAL,Home
2016,7,2016-10-23,Sunday,13:00,PHI,MIN,Home
2016,7,2016-10-23,Sunday,13:00,TEN,IND,Home
2016,7,2016-10-23,Sunday,16:05,ATL,SD,Home
2016,7,2016-10-23,Sunday,16:05,SF,TB,Home
2016,7,2016-10-23,Sunday,16:25,PIT,NE,Home
2016,7,2016-10-23,Sunday,20:30,ARI,SEA,Home
2016,7,2016-10-24,Monday,20:30,DEN,HOU,Home
2016,8,2016-10-27,Thursday,20:25,TEN,JAX,Home
2016,8,2016-10-30,Sunday,09:30,CIN,WAS,Neutral
2016,8,2016-10-30,Sunday,13:00,BUF,NE,Home
2016,8,2016-10-30,Sunday,13:00,CAR,ARI,Home
2016,8,2016-10-30,Sunday,13:00,CLE,NYJ,Home
2016,8,2016-10-30,Sunday,13:00,HOU,DET,Home
2016,8,2016-10-30,Sunday,13:00,IND,KC,Home
2016,8,2016-10-30,Sunday,13:00,NO,SEA,Home
2016,8,2016-10-30,Sunday,13:00,TB,OAK,Home
2016,8,2016-10-30,Sunday,16:05,DEN,SD,Home
2016,8,2016-10-30,Sunday,16:25,ATL,GB,Home
2016,8,2016-10-30,Sunday,20:30,DAL,PHI,Home
2016,8,2016-10-31,Monday,20:30,CHI,MIN,Home
2016,9,2016-11-03,Thursday,20:25,TB,ATL,Home
2016,9,2016-11-06,Sunday,13:00,BAL,PIT,Home
2016,9,2016-11-06,Sunday,13:00,CLE,DAL,Home
2016,9,2016-11-06,Sunday,13:00,KC,JAX,Home
2016,9,2016-11-06,Sunday,13:00,MIA,NYJ,Home
2016,9,2016-11-06,Sunday,13:00,MIN,DET,Home
2016,9,2016-11-06,Sunday,13:00,NYG,PHI,Home
2016,9,2016-11-06,Sunday,16:05,LA,CAR,Home
2016,9,2016-11-06,Sunday,16:05,SF,NO,Home
2016,9,2016-11-06,Sunday,16:25,GB,IND,Home
2016,9,2016-11-06,Sunday,16:25,SD,TEN,Home
2016,9,2016-11-06,Sunday,20:30,OAK,DEN,Home
2016,9,2016-11-07,Monday,20:30,SEA,BUF,Home
2016,10,2016-11-10,Thursday,20:25,BAL,CLE,Home
2016,10,2016-11-13,Sunday,13:00,CAR,KC,Home
2016,10,2016-11-13,Sunday,13:00,JAX,HOU,Home
2016,10,2016-11-13,Sunday,13:00,NO,DEN,Home
2016,10,2016-11-13,Sunday,13:00,NYJ,LA,Home
2016,10,2016-11-13,Sunday,13:00,PHI,ATL,Home
2016,10,2016-11-13,Sunday,13:00,TB,CHI,Home
2016,10,2016-11-13,Sunday,13:00,TEN,GB,Home
2016,10,2016-11-13,Sunday,13:00,WAS,MIN,Home
2016,10,2016-11-13,Sunday,16:05,SD,MIA,Home
2016,10,2016-11-13,Sunday,16:25,ARI,SF,Home
2016,10,2016-11-13,Sunday,16:25,PIT,DAL,Home
2016,10,2016-11-13,Sunday,20:30,NE,SEA,Home
2016,10,2016-11-14,Monday,20:30,NYG,CIN,Home
2016,11,2016-11-17,Thursday,20:25,CAR,NO,Home
2016,11,2016-11-20,Sunday,13:00,CIN,BUF,Home
2016,11,2016-11-20,Sunday,13:00,CLE,PIT,Home
2016,11,2016-11-20,Sunday,13:00,DAL,BAL,Home
2016,11,2016-11-20,Sunday,13:00,DET,JAX,Home
2016,11,2016-11-20,Sunday,13:00,IND,TEN,Home
2016,11,2016-11-20,Sunday,13:00,KC,TB,Home
2016,11,2016-11-20,Sunday,13:00,MIN,ARI,Home
2016,11,2016-11-20,Sunday,13:00,NYG,CHI,Home
2016,11,2016-11-20,Sunday,16:05,LA,MIA,Home
2016,11,2016-11-20,Sunday,16:25,SEA,PHI,Home
2016,11,2016-11-20,Sunday,16:25,SF,NE,Home
2016,11,2016-11-20,Sunday,20:30,WAS,GB,Home
2016,11,2016-11-21,Monday,20:30,OAK,HOU,Neutral
2016,12,2016-11-24,Thursday,12:30,DET,MIN,Home
2016,12,2016-11-24,Thursday,16:30,DAL,WAS,Home
2016,12,2016-11-24,Thursday,20:30,IND,PIT,Home
2016,12,2016-11-27,Sunday,13:00,ATL,ARI,Home
2016,12,2016-11-27,Sunday,13:00,BAL,CIN,Home
2016,12,2016-11-27,Sunday,13:00,BUF,JAX,Home
2016,12,2016-11-27,Sunday,13:00,CHI,TEN,Home
2016,12,2016-11-27,Sunday,13:00,CLE,NYG,Home
2016,12,2016-11-27,Sunday,13:00,HOU,SD,Home
2016,12,2016-11-27,Sunday,13:00,MIA,SF,Home
2016,12,2016-11-27,Sunday,13:00,NO,LA,Home
2016,12,2016-11-27,Sunday,16:05,TB,SEA,Home
2016,12,2016-11-27,Sunday,16:25,NYJ,NE,Home
2016,12,2016-11-27,Sunday,16:25,OAK,CAR,Home
2016,12,2016-11-27,Sunday,20:30,DEN,KC,Home
2016,12,2016-11-28,Monday,20:30,PHI,GB,Home
2016,13,2016-12-01,Thursday,20:25,MIN,DAL,Home
2016,13,2016-12-04,Sunday,13:00,ATL,KC,Home
2016,13,2016-12-04,Sunday,13:00,BAL,MIA,Home
2016,13,2016-12-04,Sunday,13:00,CHI,SF,Home
2016,13,2016-12-04,Sunday,13:00,CIN,PHI,Home
2016,13,2016-12-04,Sunday,13:00,GB,HOU,Home
2016,13,2016-12-04,Sunday,13:00,JAX,DEN,Home
2016,13,2016-12-04,Sunday,13:00,NE,LA,Home
2016,13,2016-12-04,Sunday,13:00,NO,DET,Home
2016,13,2016-12-04,Sunday,16:05,OAK,BUF,Home
2016,13,2016-12-04,Sunday,16:25,ARI,WAS,Home
2016,13,2016-12-04,Sunday,16:25,PIT,NYG,Home
2016,13,2016-12-04,Sunday,16:25,SD,TB,Home
2016,13,2016-12-04,Sunday,20:30,SEA,CAR,Home
2016,13,2016-12-05,Monday,20:30,NYJ,IND,Home
2016,14,2016-12-08,Thursday,20:25,KC,OAK,Home
2016,14,2016-12-11,Sunday,13:00,BUF,PIT,Home
2016,14,2016-12-11,Sunday,13:00,CAR,SD,Home
2016,14,2016-12-11,Sunday,13:00,CLE,CIN,Home
2016,14,2016-12-11,Sunday,13:00,DET,CHI,Home
2016,14,2016-12-11,Sunday,13:00,IND,HOU,Home
2016,14,2016-12-11,Sunday,13:00,JAX,MIN,Home
2016,14,2016-12-11,Sunday,13:00,MIA,ARI,Home
2016,14,2016-12-11,Sunday,13:00,PHI,WAS,Home
2016,14,2016-12-11,Sunday,13:00,TEN,DEN,Home
2016,14,2016-12-11,Sunday,16:05,SF,NYJ,Home
2016,14,2016-12-11,Sunday,16:25,GB,SEA,Home
2016,14,2016-12-11,Sunday,16:25,LA,ATL,Home
2016,14,2016-12-11,Sunday,16:25,TB,NO,Home
2016,14,2016-12-11,Sunday,20:30,NYG,DAL,Home
2016,14,2016-12-12,Monday,20:30,NE,BAL,Home
2016,15,2016-12-15,Thursday,20:25,SEA,LA,Home
2016,15,2016-12-17,Saturday,20:25,NYJ,MIA,Home
2016,15,2016-12-18,Sunday,13:00,BAL,PHI,Home
2016,15,2016-12-18,Sunday,13:00,BUF,CLE,Home
2016,15,2016-12-18,Sunday,13:00,CHI,GB,Home
2016,15,2016-12-18,Sunday,13:00,CIN,PIT,Home
2016,15,2016-12-18,Sunday,13:00,HOU,JAX,Home
2016,15,2016-12-18,Sunday,13:00,KC,TEN,Home
2016,15,2016-12-18,Sunday,13:00,MIN,IND,Home
2016,15,2016-12-18,Sunday,13:00,NYG,DET,Home
2016,15,2016-12-18,Sunday,16:05,ARI,NO,Home
2016,15,2016-12-18,Sunday,16:05,ATL,SF,Home
2016,15,2016-12-18,Sunday,16:25,DEN,NE,Home
2016,15,2016-12-18,Sunday,16:25,SD,OAK,Home
2016,15,2016-12-18,Sunday,20:30,DAL,TB,Home
2016,15,2016-12-19,Monday,20:30,WAS,CAR,Home
2016,16,2016-12-22,Thursday,20:25,PHI,NYG,Home
2016,16,2016-12-24,Saturday,13:00,BUF,MIA,Home
2016,16,2016-12-24,Saturday,13:00,CAR,ATL,Home
2016,16,2016-12-24,Saturday,13:00,CHI,WAS,Home
2016,16,2016-12-24,Saturday,13:00,CLE,SD,Home
2016,16,2016-12-24,Saturday,13:00,GB,MIN,Home
2016,16,2016-12-24,Saturday,13:00,JAX,TEN,Home
2016,16,2016-12-24,Saturday,13:00,NE,NYJ,Home
2016,16,2016-12-24,Saturday,16:05,OAK,IND,Home
2016,16,2016-12-24,Saturday,16:25,LA,SF,Home
2016,16,2016-12-24,Saturday,16:25,NO,TB,Home
2016,16,2016-12-24,Saturday,16:25,SEA,ARI,Home
2016,16,2016-12-24,Saturday,20:25,HOU,CIN,Home
2016,16,2016-12-25,Sunday,16:30,PIT,BAL,Home
2016,16,2016-12-25,Sunday,20:30,KC,DEN,Home
2016,16,2016-12-26,Monday,20:30,DAL,DET,Home
2016,17,2017-01-01,Sunday,13:00,CIN,BAL,Home
2016,17,2017-01-01,Sunday,13:00,IND,JAX,Home
2016,17,2017-01-01,Sunday,13:00,MIA,NE,Home
2016,17,2017-01-01,Sunday,13:00,MIN,CHI,Home
2016,17,2017-01-01,Sunday,13:00,NYJ,BUF,Home
2016,17,2017-01-01,Sunday,13:00,PHI,DAL,Home
2016,17,2017-01-01,Sunday,13:00,PIT,CLE,Home
2016,17,2017-01-01,Sunday,13:00,TB,CAR,Home
2016,17,2017-01-01,Sunday,13:00,TEN,HOU,Home
2016,17,2017-01-01,Sunday,16:25,ATL,NO,Home
2016,17,2017-01-01,Sunday,16:25,DEN,OAK,Home
2016,17,2017-01-01,Sunday,16:25,LA,ARI,Home
2016,17,2017-01-01,Sunday,16:25,SD,KC,Home
2016,17,2017-01-01,Sunday,16:25,SF,SEA,Home
2016,17,2017-01-01,Sunday,16:25,WAS,NYG,Home
2016,17,2017-01-01,Sunday,20:30,DET,GB,Home
2016,18,2017-01-07,Saturday,16:35,HOU,OAK,Home
2016,18,2017-01-07,Saturday,20:15,SEA,DET,Home
2016,18,2017-01-08,Sunday,13:05,PIT,MIA,Home
2016,18,2017-01-08,Sunday,16:40,GB,NYG,Home
2016,19,2017-01-14,Saturday,16:35,ATL,SEA,Home
2016,19,2017-01-14,Saturday,20:15,NE,HOU,Home
2016,19,2017-01-15,Sunday,16:40,DAL,GB,Home
2016,19,2017-01-15,Sunday,20:20,KC,PIT,Home
2016,20,2017-01-22,Sunday,15:05,ATL,GB,Home
2016,20,2017-01-22,Sunday,18:40,NE,PIT,Home
2016,21,2017-02-05,Sunday,18:30,ATL,NE,Neutral
2017,1,2017-09-07,Thursday,20:30,NE,KC,Home
2017,1,2017-09-10,Sunday,13:00,BUF,NYJ,Home
2017,1,2017-09-10,Sunday,13:00,CHI,ATL,Home
2017,1,2017-09-10,Sunday,13:00,CIN,BAL,Home
2017,1,2017-09-10,Sunday,13:00,CLE,PIT,Home
2017,1,2017-09-10,Sunday,13:00,DET,ARI,Home
2017,1,2017-09-10,Sunday,13:00,HOU,JAX,Home
2017,1,2017-09-10,Sunday,13:00,TEN,OAK,Home
2017,1,2017-09-10,Sunday,13:00,WAS,PHI,Home
2017,1,2017-09-10,Sunday,16:05,LA,IND,Home
2017,1,2017-09-10,Sunday,16:25,GB,SEA,Home
2017,1,2017-09-10,Sunday,16:25,SF,CAR,Home
2017,1,2017-09-10,Sunday,20:30,DAL,NYG,Home
2017,1,2017-09-11,Monday,19:10,MIN,NO,Home
2017,1,2017-09-11,Monday,22:20,DEN,LAC,Home
2017,2,2017-09-14,Thursday,20:25,CIN,HOU,Home
2017,2,2017-09-17,Sunday,13:00,BAL,CLE,Home
2017,2,2017-09-17,Sunday,13:00,CAR,BUF,Home
2017,2,2017-09-17,Sunday,13:00,IND,ARI,Home
2017,2,2017-09-17,Sunday,13:00,JAX,TEN,Home
2017,2,2017-09-17,Sunday,13:00,KC,PHI,Home
2017,2,2017-09-17,Sunday,13:00,NO,NE,Home
2017,2,2017-09-17,Sunday,13:00,PIT,MIN,Home
2017,2,2017-09-17,Sunday,13:00,TB,CHI,Home
2017,2,2017-09-17,Sunday,16:05,LAC,MIA,Home
2017,2,2017-09-17,Sunday,16:05,OAK,NYJ,Home
2017,2,2017-09-17,Sunday,16:25,DEN,DAL,Home
2017,2,2017-09-17,Sunday,16:25,LA,WAS,Home
2017,2,2017-09-17,Sunday,16:25,SEA,SF,Home
2017,2,2017-09-17,Sunday,20:30,ATL,GB,Home
2017,2,2017-09-18,Monday,20:30,NYG,DET,Home
2017,3,2017-09-21,Thursday,20:25,SF,LA,Home
2017,3,2017-09-24,Sunday,13:00,BUF,DEN,Home
2017,3,2017-09-24,Sunday,13:00,CAR,NO,Home
2017,3,2017-09-24,Sunday,13:00,CHI,PIT,Home
2017,3,2017-09-24,Sunday,13:00,DET,ATL,Home
2017,3,2017-09-24,Sunday,13:00,IND,CLE,Home
2017,3,2017-09-24,Sunday,13:00,MIN,TB,Home
2017,3,2017-09-24,Sunday,13:00,NE,HOU,Home
2017,3,2017-09-24,Sunday,13:00,NYJ,MIA,Home
2017,3,2017-09-24,Sunday,13:00,PHI,NYG,Home
2017,3,2017-09-24,Sunday,16:05,TEN,SEA,Home
2017,3,2017-09-24,Sunday,16:25,GB,CIN,Home
2017,3,2017-09-24,Sunday,16:25,LAC,KC,Home
2017,3,2017-09-24,Sunday,20:30,WAS,OAK,Home
2017,3,2017-09-24,Sunday,21:30,JAX,BAL,Neutral
2017,3,2017-09-25,Monday,20:30,ARI,DAL,Home
2017,4,2017-09-28,Thursday,20:25,GB,CHI,Home
2017,4,2017-10-01,Sunday,13:00,ATL,BUF,Home
2017,4,2017-10-01,Sunday,13:00,BAL,PIT,Home
2017,4,2017-10-01,Sunday,13:00,CLE,CIN,Home
2017,4,2017-10-01,Sunday,13:00,DAL,LA,Home
2017,4,2017-10-01,Sunday,13:00,HOU,TEN,Home
2017,4,2017-10-01,Sunday,13:00,MIN,DET,Home
2017,4,2017-10-01,Sunday,13:00,NE,CAR,Home
2017,4,2017-10-01,Sunday,13:00,NYJ,JAX,Home
2017,4,2017-10-01,Sunday,16:05,ARI,SF,Home
2017,4,2017-10-01,Sunday,16:05,LAC,PHI,Home
2017,4,2017-10-01,Sunday,16:05,TB,NYG,Home
2017,4,2017-10-01,Sunday,16:25,DEN,OAK,Home
2017,4,2017-10-01,Sunday,20:30,SEA,IND,Home
2017,4,2017-10-01,Sunday,21:30,MIA,NO,Neutral
2017,4,2017-10-02,Monday,20:30,KC,WAS,Home
2017,5,2017-10-05,Thursday,20:25,TB,NE,Home
2017,5,2017-10-08,Sunday,13:00,CIN,BUF,Home
2017,5,2017-10-08,Sunday,13:00,CLE,NYJ,Home
2017,5,2017-10-08,Sunday,13:00,DET,CAR,Home
2017,5,2017-10-08,Sunday,13:00,IND,SF,Home
2017,5,2017-10-08,Sunday,13:00,MIA,TEN,Home
2017,5,2017-10-08,Sunday,13:00,NYG,LAC,Home
2017,5,2017-10-08,Sunday,13:00,PHI,ARI,Home
2017,5,2017-10-08,Sunday,13:00,PIT,JAX,Home
2017,5,2017-10-08,Sunday,16:05,LA,SEA,Home
2017,5,2017-10-08,Sunday,16:05,OAK,BAL,Home
2017,5,2017-10-08,Sunday,16:25,DAL,GB,Home
2017,5,2017-10-08,Sunday,20:30,HOU,KC,Home
2017,5,2017-10-09,Monday,20:30,CHI,MIN,Home
2017,6,2017-10-12,Thursday,20:25,CAR,PHI,Home
2017,6,2017-10-15,Sunday,13:00,ATL,MIA,Home
2017,6,2017-10-15,Sunday,13:00,BAL,CHI,Home
2017,6,2017-10-15,Sunday,13:00,HOU,CLE,Home
2017,6,2017-10-15,Sunday,13:00,MIN,GB,Home
2017,6,2017-10-15,Sunday,13:00,NO,DET,Home
2017,6,2017-10-15,Sunday,13:00,NYJ,NE,Home
2017,6,2017-10-15,Sunday,13:00,WAS,SF,Home
2017,6,2017-10-15,Sunday,16:05,ARI,TB,Home
2017,6,2017-10-15,Sunday,16:05,JAX,LA,Home
2017,6,2017-10-15,Sunday,16:25,KC,PIT,Home
2017,6,2017-10-15,Sunday,16:25,OAK,LAC,Home
2017,6,2017-10-15,Sunday,20:30,DEN,NYG,Home
2017,6,2017-10-16,Monday,20:30,TEN,IND,Home
2017,7,2017-10-19,Thursday,20:25,OAK,KC,Home
2017,7,2017-10-22,Sunday,13:00,BUF,TB,Home
2017,7,2017-10-22,Sunday,13:00,CHI,CAR,Home
2017,7,2017-10-22,Sunday,13:00,CLE,TEN,Home
2017,7,2017-10-22,Sunday,13:00,GB,NO,Home
2017,7,2017-10-22,Sunday,13:00,IND,JAX,Home
2017,7,2017-10-22,Sunday,13:00,LA,ARI,Neutral
2017,7,2017-10-22,Sunday,13:00,MIA,NYJ,Home
2017,7,2017-10-22,Sunday,13:00,MIN,BAL,Home
2017,7,2017-10-22,Sunday,16:05,SF,DAL,Home
2017,7,2017-10-22,Sunday,16:25,LAC,DEN,Home
2017,7,2017-10-22,Sunday,16:25,NYG,SEA,Home
2017,7,2017-10-22,Sunday,16:25,PIT,CIN,Home
2017,7,2017-10-22,Sunday,20:30,NE,ATL,Home
2017,7,2017-10-23,Monday,20:30,PHI,WAS,Home
2017,8,2017-10-26,Thursday,20:25,BAL,MIA,Home
2017,8,2017-10-29,Sunday,13:00,BUF,OAK,Home
2017,8,2017-10-29,Sunday,13:00,CIN,IND,Home
2017,8,2017-10-29,Sunday,13:00,NE,LAC,Home
2017,8,2017-10-29,Sunday,13:00,NO,CHI,Home
2017,8,2017-10-29,Sunday,13:00,NYJ,ATL,Home
2017,8,2017-10-29,Sunday,13:00,PHI,SF,Home
2017,8,2017-10-29,Sunday,13:00,TB,CAR,Home
2017,8,2017-10-29,Sunday,16:05,SEA,HOU,Home
2017,8,2017-10-29,Sunday,16:25,WAS,DAL,Home
2017,8,2017-10-29,Sunday,20:30,DET,PIT,Home
2017,8,2017-10-29,Sunday,21:30,CLE,MIN,Neutral
2017,8,2017-10-30,Monday,20:30,KC,DEN,Home
2017,9,2017-11-02,Thursday,20:25,NYJ,BUF,Home
2017,9,2017-11-05,Sunday,13:00,CAR,ATL,Home
2017,9,2017-11-05,Sunday,13:00,HOU,IND,Home
2017,9,2017-11-05,Sunday,13:00,JAX,CIN,Home
2017,9,2017-11-05,Sunday,13:00,NO,TB,Home
2017,9,2017-11-05,Sunday,13:00,NYG,LA,Home
2017,9,2017-11-05,Sunday,13:00,PHI,DEN,Home
2017,9,2017-11-05,Sunday,13:00,TEN,BAL,Home
2017,9,2017-11-05,Sunday,16:05,SEA,WAS,Home
2017,9,2017-11-05,Sunday,16:05,SF,ARI,Home
2017,9,2017-11-05,Sunday,16:25,DAL,KC,Home
2017,9,2017-11-05,Sunday,20:30,MIA,OAK,Home
2017,9,2017-11-06,Monday,20:30,GB,DET,Home
2017,10,2017-11-09,Thursday,20:25,ARI,SEA,Home
2017,10,2017-11-12,Sunday,13:00,BUF,NO,Home
2017,10,2017-11-12,Sunday,13:00,CHI,GB,Home
2017,10,2017-11-12,Sunday,13:00,DET,CLE,Home
2017,10,2017-11-12,Sunday,13:00,IND,PIT,Home
2017,10,2017-11-12,Sunday,13:00,JAX,LAC,Home
2017,10,2017-11-12,Sunday,13:00,TB,NYJ,Home
2017,10,2017-11-12,Sunday,13:00,TEN,CIN,Home
2017,10,2017-11-12,Sunday,13:00,WAS,MIN,Home
2017,10,2017-11-12,Sunday,16:05,LA,HOU,Home
2017,10,2017-11-12,Sunday,16:25,ATL,DAL,Home
2017,10,2017-11-12,Sunday,16:25,SF,NYG,Home
2017,10,2017-11-12,Sunday,20:30,DEN,NE,Home
2017,10,2017-11-13,Monday,20:30,CAR,MIA,Home
2017,11,2017-11-16,Thursday,20:25,PIT,TEN,Home
2017,11,2017-11-19,Sunday,13:00,CHI,DET,Home
2017,11,2017-11-19,Sunday,13:00,CLE,JAX,Home
2017,11,2017-11-19,Sunday,13:00,GB,BAL,Home
2017,11,2017-11-19,Sunday,13:00,HOU,ARI,Home
2017,11,2017-11-19,Sunday,13:00,MIA,TB,Home
2017,11,2017-11-19,Sunday,13:00,MIN,LA,Home
2017,11,2017-11-19,Sunday,13:00,NO,WAS,Home
2017,11,2017-11-19,Sunday,13:00,NYG,KC,Home
2017,11,2017-11-19,Sunday,16:05,LAC,BUF,Home
2017,11,2017-11-19,Sunday,16:25,DEN,CIN,Home
2017,11,2017-11-19,Sunday,16:25,OAK,NE,Neutral
2017,11,2017-11-19,Sunday,20:30,DAL,PHI,Home
2017,11,2017-11-20,Monday,20:30,SEA,ATL,Home
2017,12,2017-11-23,Thursday,12:30,DET,MIN,Home
2017,12,2017-11-23,Thursday,16:30,DAL,LAC,Home
2017,12,2017-11-23,Thursday,20:30,WAS,NYG,Home
2017,12,2017-11-26,Sunday,13:00,ATL,TB,Home
2017,12,2017-11-26,Sunday,13:00,CIN,CLE,Home
2017,12,2017-11-26,Sunday,13:00,IND,TEN,Home
2017,12,2017-11-26,Sunday,13:00,KC,BUF,Home
2017,12,2017-11-26,Sunday,13:00,NE,MIA,Home
2017,12,2017-11-26,Sunday,13:00,NYJ,CAR,Home
2017,12,2017-11-26,Sunday,13:00,PHI,CHI,Home
2017,12,2017-11-26,Sunday,16:05,SF,SEA,Home
2017,12,2017-11-26,Sunday,16:25,ARI,JAX,Home
2017,12,2017-11-26,Sunday,16:25,LA,NO,Home
2017,12,2017-11-26,Sunday,16:25,OAK,DEN,Home
2017,12,2017-11-26,Sunday,20:30,PIT,GB,Home
2017,12,2017-11-27,Monday,20:30,BAL,HOU,Home
